'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:04.454',0.150,0.030,0.000,0.050
'0:04.456',0.150,0.000,0.000,0.050
'0:04.458',0.140,-0.010,0.000,0.050
'0:04.460',0.130,-0.020,0.000,0.050
'0:04.462',0.120,-0.010,0.000,0.060
'0:04.464',0.110,0.000,0.000,0.060
'0:04.466',0.120,0.000,-0.010,0.050
'0:04.468',0.110,0.000,-0.010,0.040
'0:04.470',0.110,0.000,-0.010,0.040
'0:04.472',0.110,0.000,0.000,0.060
'0:04.474',0.100,0.000,0.000,0.070
'0:04.476',0.090,0.010,0.000,0.070
'0:04.478',0.080,0.020,0.000,0.070
'0:04.480',0.090,0.010,-0.030,0.050
'0:04.482',0.120,0.010,-0.070,0.000
'0:04.484',0.130,0.000,-0.110,-0.030
'0:04.486',0.150,-0.010,-0.150,-0.100
'0:04.488',0.170,-0.030,-0.220,-0.140
'0:04.490',0.180,-0.040,-0.280,-0.170
'0:04.492',0.190,-0.040,-0.280,-0.180
'0:04.494',0.210,-0.020,-0.210,-0.150
'0:04.496',0.240,0.050,-0.030,-0.030
'0:04.498',0.240,0.190,0.230,0.150
'0:04.500',0.240,0.380,0.570,0.370
'0:04.502',0.280,0.640,0.990,0.610
'0:04.504',0.370,0.980,1.460,0.870
'0:04.506',0.470,1.340,1.960,1.140
'0:04.508',0.580,1.690,2.490,1.410
'0:04.510',0.670,2.060,3.020,1.710
'0:04.512',0.760,2.460,3.550,2.020
'0:04.514',0.830,2.850,4.060,2.320
'0:04.516',0.890,3.200,4.500,2.560
'0:04.518',0.920,3.470,4.820,2.760
'0:04.520',0.920,3.610,4.960,2.860
'0:04.522',0.890,3.610,4.940,2.870
'0:04.524',0.820,3.460,4.730,2.800
'0:04.526',0.690,3.120,4.320,2.610
'0:04.528',0.480,2.600,3.710,2.340
'0:04.530',0.260,2.030,3.020,2.020
'0:04.532',0.100,1.530,2.350,1.700
'0:04.534',0.000,1.120,1.780,1.380
'0:04.536',-0.040,0.770,1.290,1.060
'0:04.538',-0.050,0.470,0.860,0.780
'0:04.540',-0.050,0.230,0.510,0.540
'0:04.542',-0.050,0.020,0.210,0.320
'0:04.544',-0.060,-0.130,-0.040,0.130
'0:04.546',-0.060,-0.260,-0.240,-0.010
'0:04.548',-0.060,-0.350,-0.410,-0.140
'0:04.550',-0.040,-0.420,-0.550,-0.250
'0:04.552',-0.040,-0.470,-0.660,-0.330
'0:04.554',-0.030,-0.530,-0.760,-0.400
'0:04.556',-0.010,-0.590,-0.840,-0.470
'0:04.558',-0.010,-0.630,-0.910,-0.520
'0:04.560',-0.010,-0.650,-0.970,-0.560
'0:04.562',-0.010,-0.660,-1.010,-0.580
'0:04.564',0.000,-0.670,-1.050,-0.610
'0:04.566',0.030,-0.660,-1.080,-0.630
'0:04.568',0.030,-0.660,-1.080,-0.640
'0:04.570',0.030,-0.650,-1.080,-0.650
'0:04.572',0.040,-0.650,-1.070,-0.660
'0:04.574',0.030,-0.630,-1.060,-0.660
'0:04.576',0.040,-0.610,-1.050,-0.680
'0:04.578',0.060,-0.610,-1.040,-0.710
'0:04.580',0.060,-0.620,-1.020,-0.720
'0:04.582',0.050,-0.620,-1.010,-0.710
'0:04.584',0.040,-0.590,-0.990,-0.720
'0:04.586',0.050,-0.580,-0.980,-0.730
'0:04.588',0.050,-0.570,-0.950,-0.700
'0:04.590',0.030,-0.550,-0.940,-0.680
'0:04.592',0.030,-0.560,-0.940,-0.690
'0:04.594',0.040,-0.560,-0.940,-0.710
'0:04.596',0.060,-0.560,-0.940,-0.710
'0:04.598',0.080,-0.550,-0.930,-0.700
'0:04.600',0.090,-0.520,-0.910,-0.700
'0:04.602',0.080,-0.480,-0.890,-0.670
'0:04.604',0.070,-0.440,-0.850,-0.630
'0:04.606',0.070,-0.440,-0.840,-0.640
'0:04.608',0.060,-0.460,-0.850,-0.680
'0:04.610',0.060,-0.470,-0.860,-0.710
'0:04.612',0.080,-0.460,-0.860,-0.720
'0:04.614',0.110,-0.450,-0.850,-0.720
'0:04.616',0.100,-0.420,-0.830,-0.710
'0:04.618',0.090,-0.390,-0.810,-0.700
'0:04.620',0.110,-0.390,-0.790,-0.690
'0:04.622',0.120,-0.400,-0.770,-0.700
'0:04.624',0.120,-0.410,-0.780,-0.710
'0:04.626',0.120,-0.420,-0.780,-0.710
'0:04.628',0.120,-0.420,-0.770,-0.710
'0:04.630',0.110,-0.390,-0.750,-0.710
'0:04.632',0.100,-0.360,-0.750,-0.690
'0:04.634',0.090,-0.340,-0.740,-0.690
'0:04.636',0.100,-0.330,-0.730,-0.700
'0:04.638',0.100,-0.320,-0.720,-0.700
'0:04.640',0.120,-0.330,-0.710,-0.700
'0:04.642',0.110,-0.340,-0.710,-0.710
'0:04.644',0.100,-0.350,-0.710,-0.700
'0:04.646',0.100,-0.330,-0.690,-0.690
'0:04.648',0.100,-0.310,-0.680,-0.700
'0:04.650',0.100,-0.290,-0.670,-0.710
'0:04.652',0.100,-0.290,-0.660,-0.720
'0:04.654',0.110,-0.280,-0.650,-0.720
'0:04.656',0.120,-0.290,-0.650,-0.720
'0:04.658',0.110,-0.280,-0.630,-0.710
'0:04.660',0.110,-0.270,-0.620,-0.710
'0:04.662',0.120,-0.260,-0.620,-0.710
'0:04.664',0.140,-0.250,-0.630,-0.720
'0:04.666',0.160,-0.230,-0.610,-0.730
'0:04.668',0.180,-0.220,-0.600,-0.730
'0:04.670',0.200,-0.200,-0.590,-0.730
'0:04.672',0.200,-0.180,-0.590,-0.730
'0:04.674',0.200,-0.170,-0.600,-0.730
'0:04.676',0.230,-0.170,-0.600,-0.760
'0:04.678',0.240,-0.170,-0.610,-0.790
'0:04.680',0.260,-0.180,-0.610,-0.810
'0:04.682',0.280,-0.170,-0.600,-0.830
'0:04.684',0.290,-0.160,-0.590,-0.830
'0:04.686',0.290,-0.140,-0.580,-0.820
'0:04.688',0.290,-0.120,-0.570,-0.800
'0:04.690',0.300,-0.120,-0.570,-0.810
'0:04.692',0.310,-0.140,-0.580,-0.830
'0:04.694',0.330,-0.150,-0.590,-0.850
'0:04.696',0.350,-0.160,-0.580,-0.850
'0:04.698',0.370,-0.150,-0.570,-0.860
'0:04.700',0.360,-0.110,-0.540,-0.840
'0:04.702',0.340,-0.070,-0.500,-0.790
'0:04.704',0.340,-0.060,-0.500,-0.790
'0:04.706',0.350,-0.060,-0.510,-0.820
'0:04.708',0.350,-0.080,-0.510,-0.840
'0:04.710',0.360,-0.100,-0.510,-0.850
'0:04.712',0.370,-0.110,-0.510,-0.850
'0:04.714',0.380,-0.100,-0.490,-0.830
'0:04.716',0.360,-0.070,-0.490,-0.800
'0:04.718',0.350,-0.040,-0.500,-0.800
'0:04.720',0.350,-0.050,-0.500,-0.790
'0:04.722',0.340,-0.080,-0.490,-0.780
'0:04.724',0.330,-0.100,-0.490,-0.770
'0:04.726',0.310,-0.120,-0.490,-0.780
'0:04.728',0.300,-0.140,-0.480,-0.760
'0:04.730',0.270,-0.140,-0.460,-0.720
'0:04.732',0.260,-0.140,-0.440,-0.690
'0:04.734',0.250,-0.130,-0.430,-0.670
'0:04.736',0.230,-0.130,-0.410,-0.640
'0:04.738',0.200,-0.160,-0.390,-0.620
'0:04.740',0.170,-0.200,-0.370,-0.590
'0:04.742',0.130,-0.200,-0.350,-0.560
'0:04.744',0.100,-0.180,-0.310,-0.510
'0:04.746',0.090,-0.170,-0.290,-0.480
'0:04.748',0.070,-0.170,-0.270,-0.450
'0:04.750',0.050,-0.160,-0.250,-0.420
'0:04.752',0.010,-0.170,-0.220,-0.370
'0:04.754',-0.010,-0.180,-0.190,-0.320
'0:04.756',-0.040,-0.200,-0.160,-0.250
'0:04.758',-0.070,-0.190,-0.140,-0.220
'0:04.760',-0.090,-0.190,-0.110,-0.190
'0:04.762',-0.100,-0.200,-0.090,-0.170
'0:04.764',-0.110,-0.200,-0.080,-0.150
'0:04.766',-0.130,-0.190,-0.050,-0.120
'0:04.768',-0.150,-0.180,-0.020,-0.090
'0:04.770',-0.170,-0.160,0.000,-0.040
'0:04.772',-0.190,-0.140,0.050,0.010
'0:04.774',-0.200,-0.150,0.070,0.020
'0:04.776',-0.200,-0.160,0.080,0.020
'0:04.778',-0.200,-0.170,0.100,0.020
'0:04.780',-0.220,-0.180,0.130,0.040
'0:04.782',-0.220,-0.170,0.140,0.060
'0:04.784',-0.240,-0.160,0.150,0.080
'0:04.786',-0.260,-0.140,0.180,0.110
'0:04.788',-0.250,-0.130,0.190,0.100
'0:04.790',-0.250,-0.140,0.180,0.090
'0:04.792',-0.260,-0.150,0.160,0.080
'0:04.794',-0.250,-0.170,0.140,0.080
'0:04.796',-0.250,-0.170,0.140,0.080
'0:04.798',-0.260,-0.160,0.140,0.080
'0:04.800',-0.270,-0.130,0.150,0.090
'0:04.802',-0.260,-0.120,0.160,0.100
'0:04.804',-0.260,-0.120,0.150,0.090
'0:04.806',-0.260,-0.150,0.130,0.090
'0:04.808',-0.260,-0.170,0.110,0.060
'0:04.810',-0.240,-0.190,0.090,0.040
'0:04.812',-0.240,-0.190,0.090,0.040
'0:04.814',-0.240,-0.180,0.110,0.070
'0:04.816',-0.250,-0.160,0.120,0.070
'0:04.818',-0.240,-0.160,0.130,0.070
'0:04.820',-0.230,-0.150,0.130,0.070
'0:04.822',-0.240,-0.160,0.110,0.070
'0:04.824',-0.240,-0.190,0.100,0.070
'0:04.826',-0.240,-0.170,0.090,0.080
'0:04.828',-0.250,-0.140,0.090,0.100
'0:04.830',-0.230,-0.130,0.090,0.090
'0:04.832',-0.200,-0.130,0.100,0.090
'0:04.834',-0.210,-0.110,0.100,0.090
'0:04.836',-0.220,-0.100,0.100,0.090
'0:04.838',-0.220,-0.110,0.100,0.080
'0:04.840',-0.230,-0.130,0.100,0.090
'0:04.842',-0.250,-0.120,0.100,0.120
'0:04.844',-0.250,-0.120,0.100,0.120
'0:04.846',-0.230,-0.120,0.090,0.110
'0:04.848',-0.200,-0.110,0.090,0.110
'0:04.850',-0.200,-0.090,0.090,0.100
'0:04.852',-0.200,-0.070,0.090,0.090
'0:04.854',-0.200,-0.060,0.100,0.110
'0:04.856',-0.210,-0.030,0.110,0.130
'0:04.858',-0.210,-0.030,0.110,0.130
'0:04.860',-0.200,-0.040,0.090,0.110
'0:04.862',-0.180,-0.060,0.070,0.100
'0:04.864',-0.170,-0.060,0.050,0.100
'0:04.866',-0.150,-0.040,0.060,0.090
'0:04.868',-0.150,-0.030,0.080,0.100
'0:04.870',-0.150,0.000,0.100,0.130
'0:04.872',-0.140,-0.010,0.100,0.140
'0:04.874',-0.120,-0.030,0.090,0.120
'0:04.876',-0.110,-0.060,0.070,0.110
'0:04.878',-0.100,-0.080,0.060,0.100
'0:04.880',-0.070,-0.090,0.050,0.110
'0:04.882',-0.070,-0.090,0.060,0.120
'0:04.884',-0.080,-0.060,0.070,0.140
'0:04.886',-0.070,-0.050,0.070,0.150
'0:04.888',-0.060,-0.050,0.080,0.140
'0:04.890',-0.040,-0.060,0.060,0.140
'0:04.892',-0.040,-0.070,0.050,0.130
'0:04.894',-0.040,-0.060,0.050,0.120
'0:04.896',-0.050,-0.060,0.060,0.120
'0:04.898',-0.070,-0.010,0.080,0.140
'0:04.900',-0.070,0.010,0.090,0.150
'0:04.902',-0.050,0.010,0.080,0.140
'0:04.904',-0.050,0.010,0.070,0.140
'0:04.906',-0.050,0.000,0.070,0.140
'0:04.908',-0.050,-0.020,0.070,0.140
'0:04.910',-0.060,-0.020,0.070,0.130
'0:04.912',-0.070,0.000,0.070,0.170
'0:04.914',-0.060,0.000,0.070,0.190
'0:04.916',-0.050,0.010,0.070,0.180
'0:04.918',-0.040,0.000,0.060,0.170
'0:04.920',-0.040,0.000,0.070,0.170
'0:04.922',-0.050,0.000,0.070,0.170
'0:04.924',-0.040,-0.010,0.060,0.170
'0:04.926',-0.060,0.010,0.070,0.170
'0:04.928',-0.060,0.020,0.060,0.180
'0:04.930',-0.040,0.020,0.060,0.180
'0:04.932',-0.020,0.030,0.070,0.180
'0:04.934',-0.020,0.030,0.080,0.190
'0:04.936',-0.030,0.020,0.080,0.190
'0:04.938',-0.020,0.020,0.090,0.190
'0:04.940',-0.030,0.040,0.120,0.210
'0:04.942',-0.030,0.030,0.110,0.210
'0:04.944',-0.020,0.010,0.090,0.190
'0:04.946',-0.010,0.000,0.080,0.190
'0:04.948',-0.010,-0.010,0.060,0.180
'0:04.950',-0.010,0.000,0.050,0.180
'0:04.952',-0.010,0.000,0.060,0.190
'0:04.954',-0.030,0.030,0.090,0.230
'0:04.956',-0.030,0.030,0.100,0.230
'0:04.958',-0.020,0.000,0.090,0.210
'0:04.960',-0.010,-0.010,0.080,0.190
'0:04.962',0.000,-0.020,0.070,0.180
'0:04.964',0.000,-0.040,0.050,0.180
'0:04.966',0.010,-0.030,0.040,0.180
'0:04.968',0.000,0.000,0.050,0.180
'0:04.970',0.000,0.000,0.060,0.180
'0:04.972',0.010,-0.010,0.070,0.180
'0:04.974',0.020,-0.020,0.060,0.170
'0:04.976',0.030,-0.030,0.040,0.160
'0:04.978',0.040,-0.040,0.040,0.160
'0:04.980',0.060,-0.040,0.040,0.150
'0:04.982',0.050,-0.020,0.050,0.180
'0:04.984',0.040,0.000,0.060,0.190
'0:04.986',0.050,0.000,0.070,0.180
'0:04.988',0.050,0.000,0.060,0.170
'0:04.990',0.050,-0.020,0.040,0.150
'0:04.992',0.040,-0.040,0.030,0.130
'0:04.994',0.040,-0.040,0.030,0.120
'0:04.996',0.020,-0.020,0.040,0.140
'0:04.998',0.020,0.000,0.050,0.140
'0:05.000',0.030,0.010,0.040,0.120
'0:05.002',0.040,0.010,0.020,0.110
'0:05.004',0.040,0.000,0.010,0.110
'0:05.006',0.020,-0.010,0.000,0.120
'0:05.008',0.010,-0.030,-0.010,0.130
'0:05.010',0.000,-0.030,-0.010,0.150
'0:05.012',0.000,-0.030,-0.010,0.160
'0:05.014',0.000,-0.020,-0.020,0.160
'0:05.016',0.000,-0.020,-0.020,0.160
'0:05.018',0.000,-0.020,-0.020,0.150
'0:05.020',-0.010,-0.040,-0.020,0.150
'0:05.022',-0.020,-0.040,-0.020,0.160
'0:05.024',-0.050,-0.010,0.000,0.180
'0:05.026',-0.040,-0.020,0.010,0.180
'0:05.028',-0.030,-0.040,0.000,0.170
'0:05.030',-0.010,-0.060,0.000,0.170
'0:05.032',-0.010,-0.060,0.000,0.170
'0:05.034',-0.020,-0.050,0.000,0.180
'0:05.036',-0.030,-0.040,0.010,0.190
'0:05.038',-0.040,-0.020,0.030,0.220
'0:05.040',-0.040,-0.020,0.040,0.220
'0:05.042',-0.040,-0.040,0.050,0.210
'0:05.044',-0.050,-0.060,0.050,0.190
'0:05.046',-0.050,-0.080,0.040,0.190
'0:05.048',-0.050,-0.090,0.050,0.190
'0:05.050',-0.050,-0.060,0.070,0.200
'0:05.052',-0.060,-0.030,0.090,0.220
'0:05.054',-0.060,-0.020,0.090,0.230
'0:05.056',-0.060,-0.040,0.070,0.230
'0:05.058',-0.050,-0.060,0.050,0.220
'0:05.060',-0.030,-0.070,0.040,0.200
'0:05.062',-0.010,-0.080,0.040,0.190
'0:05.064',0.000,-0.080,0.040,0.200
'0:05.066',0.000,-0.050,0.070,0.210
'0:05.068',0.000,-0.020,0.080,0.210
'0:05.070',0.000,-0.010,0.080,0.200
'0:05.072',0.000,-0.020,0.070,0.200
'0:05.074',0.000,-0.020,0.070,0.190
'0:05.076',0.000,-0.030,0.070,0.170
'0:05.078',0.000,-0.040,0.060,0.150
'0:05.080',0.000,-0.020,0.060,0.150
'0:05.082',0.000,0.010,0.050,0.140
'0:05.084',0.010,0.030,0.050,0.120
'0:05.086',0.030,0.040,0.050,0.110
'0:05.088',0.070,0.030,0.050,0.100
'0:05.090',0.080,0.010,0.050,0.090
'0:05.092',0.090,0.000,0.050,0.070
'0:05.094',0.090,0.000,0.050,0.070
'0:05.096',0.090,0.010,0.050,0.070
'0:05.098',0.100,0.030,0.050,0.070
'0:05.100',0.110,0.050,0.050,0.070
'0:05.102',0.100,0.050,0.050,0.070
'0:05.104',0.100,0.050,0.050,0.060
'0:05.106',0.080,0.030,0.050,0.050
'0:05.108',0.060,0.040,0.070,0.060
'0:05.110',0.050,0.050,0.080,0.080
'0:05.112',0.050,0.040,0.070,0.070
'0:05.114',0.070,0.030,0.050,0.060
'0:05.116',0.080,0.050,0.040,0.050
'0:05.118',0.090,0.060,0.040,0.050
'0:05.120',0.110,0.070,0.040,0.050
'0:05.122',0.110,0.080,0.040,0.060
'0:05.124',0.090,0.080,0.040,0.060
'0:05.126',0.090,0.040,0.020,0.040
'0:05.128',0.100,0.010,0.010,0.010
'0:05.130',0.110,0.000,0.000,0.000
'0:05.132',0.120,-0.010,-0.030,-0.020
'0:05.134',0.130,-0.030,-0.070,-0.070
'0:05.136',0.140,-0.020,-0.110,-0.110
'0:05.138',0.160,-0.030,-0.180,-0.160
'0:05.140',0.190,-0.070,-0.230,-0.220
'0:05.142',0.200,-0.110,-0.230,-0.240
'0:05.144',0.210,-0.100,-0.160,-0.200
'0:05.146',0.220,-0.020,0.010,-0.060
'0:05.148',0.210,0.100,0.270,0.130
'0:05.150',0.190,0.310,0.610,0.370
'0:05.152',0.230,0.610,1.020,0.620
'0:05.154',0.340,0.960,1.490,0.870
'0:05.156',0.460,1.330,2.000,1.150
'0:05.158',0.560,1.720,2.540,1.430
'0:05.160',0.650,2.120,3.100,1.730
'0:05.162',0.750,2.530,3.670,2.040
'0:05.164',0.830,2.960,4.210,2.360
'0:05.166',0.900,3.360,4.680,2.620
'0:05.168',0.950,3.630,5.000,2.790
'0:05.170',0.970,3.770,5.140,2.880
'0:05.172',0.930,3.760,5.120,2.890
'0:05.174',0.840,3.600,4.920,2.810
'0:05.176',0.670,3.220,4.490,2.620
'0:05.178',0.420,2.680,3.870,2.380
'0:05.180',0.160,2.080,3.150,2.100
'0:05.182',0.000,1.530,2.470,1.770
'0:05.184',-0.110,1.080,1.860,1.430
'0:05.186',-0.170,0.720,1.340,1.110
'0:05.188',-0.200,0.420,0.890,0.830
'0:05.190',-0.210,0.170,0.510,0.580
'0:05.192',-0.200,-0.010,0.190,0.360
'0:05.194',-0.200,-0.150,-0.060,0.180
'0:05.196',-0.170,-0.270,-0.280,0.030
'0:05.198',-0.140,-0.380,-0.460,-0.090
'0:05.200',-0.130,-0.460,-0.610,-0.210
'0:05.202',-0.120,-0.530,-0.730,-0.310
'0:05.204',-0.100,-0.590,-0.820,-0.390
'0:05.206',-0.090,-0.630,-0.890,-0.440
'0:05.208',-0.080,-0.660,-0.940,-0.490
'0:05.210',-0.060,-0.690,-0.970,-0.560
'0:05.212',-0.050,-0.700,-1.010,-0.610
'0:05.214',-0.030,-0.710,-1.040,-0.640
'0:05.216',-0.010,-0.700,-1.050,-0.650
'0:05.218',-0.010,-0.690,-1.050,-0.660
'0:05.220',-0.010,-0.670,-1.050,-0.660
'0:05.222',-0.020,-0.650,-1.030,-0.640
'0:05.224',-0.010,-0.660,-1.030,-0.660
'0:05.226',0.000,-0.680,-1.030,-0.700
'0:05.228',0.010,-0.690,-1.030,-0.710
'0:05.230',0.000,-0.690,-1.030,-0.710
'0:05.232',0.000,-0.680,-1.020,-0.710
'0:05.234',0.010,-0.650,-1.000,-0.690
'0:05.236',0.010,-0.610,-0.990,-0.670
'0:05.238',0.040,-0.600,-0.980,-0.670
'0:05.240',0.050,-0.610,-0.980,-0.690
'0:05.242',0.050,-0.620,-0.980,-0.710
'0:05.244',0.070,-0.620,-0.960,-0.720
'0:05.246',0.070,-0.600,-0.950,-0.720
'0:05.248',0.060,-0.560,-0.910,-0.690
'0:05.250',0.060,-0.520,-0.880,-0.660
'0:05.252',0.050,-0.490,-0.860,-0.660
'0:05.254',0.060,-0.490,-0.840,-0.670
'0:05.256',0.070,-0.510,-0.830,-0.690
'0:05.258',0.080,-0.520,-0.830,-0.690
'0:05.260',0.090,-0.520,-0.810,-0.700
'0:05.262',0.100,-0.490,-0.800,-0.690
'0:05.264',0.080,-0.450,-0.790,-0.670
'0:05.266',0.090,-0.430,-0.770,-0.680
'0:05.268',0.090,-0.420,-0.760,-0.690
'0:05.270',0.100,-0.410,-0.760,-0.690
'0:05.272',0.110,-0.420,-0.760,-0.690
'0:05.274',0.110,-0.430,-0.750,-0.700
'0:05.276',0.100,-0.430,-0.740,-0.690
'0:05.278',0.090,-0.410,-0.720,-0.680
'0:05.280',0.100,-0.400,-0.700,-0.680
'0:05.282',0.100,-0.380,-0.690,-0.690
'0:05.284',0.100,-0.360,-0.690,-0.690
'0:05.286',0.100,-0.350,-0.690,-0.690
'0:05.288',0.100,-0.350,-0.680,-0.670
'0:05.290',0.080,-0.340,-0.670,-0.650
'0:05.292',0.080,-0.330,-0.660,-0.650
'0:05.294',0.100,-0.340,-0.650,-0.660
'0:05.296',0.120,-0.350,-0.640,-0.670
'0:05.298',0.130,-0.340,-0.630,-0.660
'0:05.300',0.120,-0.330,-0.620,-0.650
'0:05.302',0.120,-0.310,-0.620,-0.640
'0:05.304',0.120,-0.270,-0.600,-0.620
'0:05.306',0.120,-0.240,-0.580,-0.610
'0:05.308',0.120,-0.250,-0.580,-0.630
'0:05.310',0.130,-0.260,-0.580,-0.640
'0:05.312',0.130,-0.270,-0.580,-0.650
'0:05.314',0.130,-0.270,-0.580,-0.660
'0:05.316',0.130,-0.260,-0.570,-0.670
'0:05.318',0.140,-0.240,-0.560,-0.650
'0:05.320',0.130,-0.220,-0.550,-0.630
'0:05.322',0.150,-0.220,-0.550,-0.630
'0:05.324',0.170,-0.230,-0.560,-0.650
'0:05.326',0.160,-0.250,-0.570,-0.660
'0:05.328',0.170,-0.260,-0.570,-0.680
'0:05.330',0.190,-0.250,-0.580,-0.700
'0:05.332',0.210,-0.210,-0.580,-0.700
'0:05.334',0.220,-0.170,-0.570,-0.690
'0:05.336',0.240,-0.150,-0.560,-0.690
'0:05.338',0.270,-0.150,-0.560,-0.710
'0:05.340',0.280,-0.180,-0.550,-0.730
'0:05.342',0.290,-0.180,-0.540,-0.760
'0:05.344',0.300,-0.190,-0.540,-0.780
'0:05.346',0.310,-0.190,-0.540,-0.770
'0:05.348',0.310,-0.150,-0.520,-0.750
'0:05.350',0.320,-0.130,-0.500,-0.750
'0:05.352',0.330,-0.120,-0.490,-0.750
'0:05.354',0.340,-0.130,-0.480,-0.740
'0:05.356',0.350,-0.140,-0.470,-0.740
'0:05.358',0.340,-0.150,-0.470,-0.740
'0:05.360',0.340,-0.150,-0.470,-0.740
'0:05.362',0.330,-0.130,-0.450,-0.690
'0:05.364',0.330,-0.120,-0.430,-0.680
'0:05.366',0.340,-0.110,-0.420,-0.680
'0:05.368',0.320,-0.120,-0.420,-0.680
'0:05.370',0.310,-0.120,-0.420,-0.680
'0:05.372',0.310,-0.140,-0.420,-0.670
'0:05.374',0.290,-0.160,-0.420,-0.660
'0:05.376',0.260,-0.170,-0.410,-0.640
'0:05.378',0.250,-0.190,-0.410,-0.620
'0:05.380',0.230,-0.200,-0.410,-0.600
'0:05.382',0.210,-0.200,-0.410,-0.570
'0:05.384',0.180,-0.200,-0.400,-0.530
'0:05.386',0.150,-0.200,-0.400,-0.490
'0:05.388',0.110,-0.220,-0.390,-0.440
'0:05.390',0.080,-0.210,-0.370,-0.400
'0:05.392',0.050,-0.220,-0.350,-0.370
'0:05.394',0.020,-0.240,-0.330,-0.350
'0:05.396',0.000,-0.270,-0.310,-0.310
'0:05.398',-0.020,-0.290,-0.280,-0.260
'0:05.400',-0.040,-0.290,-0.250,-0.200
'0:05.402',-0.080,-0.300,-0.210,-0.140
'0:05.404',-0.130,-0.280,-0.170,-0.060
'0:05.406',-0.170,-0.280,-0.130,-0.010
'0:05.408',-0.200,-0.290,-0.110,0.010
'0:05.410',-0.230,-0.310,-0.090,0.020
'0:05.412',-0.240,-0.330,-0.080,0.050
'0:05.414',-0.250,-0.330,-0.040,0.080
'0:05.416',-0.270,-0.300,-0.010,0.140
'0:05.418',-0.310,-0.250,0.010,0.200
'0:05.420',-0.320,-0.230,0.040,0.230
'0:05.422',-0.330,-0.240,0.060,0.240
'0:05.424',-0.340,-0.260,0.080,0.240
'0:05.426',-0.360,-0.270,0.090,0.250
'0:05.428',-0.360,-0.290,0.090,0.250
'0:05.430',-0.370,-0.280,0.110,0.280
'0:05.432',-0.380,-0.250,0.130,0.310
'0:05.434',-0.370,-0.220,0.140,0.320
'0:05.436',-0.360,-0.200,0.130,0.330
'0:05.438',-0.350,-0.190,0.140,0.330
'0:05.440',-0.340,-0.210,0.140,0.330
'0:05.442',-0.340,-0.230,0.140,0.320
'0:05.444',-0.350,-0.230,0.150,0.320
'0:05.446',-0.360,-0.200,0.170,0.330
'0:05.448',-0.360,-0.180,0.170,0.340
'0:05.450',-0.350,-0.170,0.170,0.330
'0:05.452',-0.350,-0.160,0.170,0.320
'0:05.454',-0.340,-0.170,0.170,0.330
'0:05.456',-0.330,-0.180,0.150,0.320
'0:05.458',-0.320,-0.190,0.140,0.310
'0:05.460',-0.340,-0.180,0.160,0.320
'0:05.462',-0.330,-0.170,0.160,0.310
'0:05.464',-0.310,-0.170,0.160,0.300
'0:05.466',-0.310,-0.160,0.140,0.290
'0:05.468',-0.310,-0.150,0.130,0.280
'0:05.470',-0.300,-0.140,0.130,0.280
'0:05.472',-0.290,-0.150,0.120,0.300
'0:05.474',-0.300,-0.140,0.130,0.320
'0:05.476',-0.280,-0.150,0.130,0.310
'0:05.478',-0.260,-0.170,0.120,0.300
'0:05.480',-0.240,-0.180,0.120,0.300
'0:05.482',-0.230,-0.190,0.110,0.290
'0:05.484',-0.240,-0.170,0.110,0.280
'0:05.486',-0.250,-0.140,0.110,0.290
'0:05.488',-0.280,-0.110,0.120,0.310
'0:05.490',-0.290,-0.110,0.120,0.320
'0:05.492',-0.270,-0.120,0.110,0.310
'0:05.494',-0.250,-0.130,0.090,0.300
'0:05.496',-0.250,-0.140,0.080,0.290
'0:05.498',-0.230,-0.140,0.070,0.290
'0:05.500',-0.230,-0.120,0.070,0.300
'0:05.502',-0.240,-0.090,0.090,0.320
'0:05.504',-0.250,-0.080,0.100,0.320
'0:05.506',-0.230,-0.090,0.090,0.310
'0:05.508',-0.230,-0.110,0.080,0.290
'0:05.510',-0.220,-0.130,0.070,0.270
'0:05.512',-0.210,-0.120,0.070,0.260
'0:05.514',-0.200,-0.110,0.070,0.280
'0:05.516',-0.190,-0.070,0.070,0.300
'0:05.518',-0.200,-0.050,0.090,0.310
'0:05.520',-0.200,-0.050,0.090,0.310
'0:05.522',-0.200,-0.050,0.080,0.320
'0:05.524',-0.200,-0.070,0.080,0.310
'0:05.526',-0.190,-0.080,0.080,0.290
'0:05.528',-0.170,-0.080,0.080,0.290
'0:05.530',-0.170,-0.050,0.090,0.310
'0:05.532',-0.160,-0.020,0.100,0.310
'0:05.534',-0.150,-0.010,0.100,0.320
'0:05.536',-0.140,-0.020,0.100,0.330
'0:05.538',-0.140,-0.020,0.100,0.340
'0:05.540',-0.130,-0.040,0.100,0.350
'0:05.542',-0.140,-0.040,0.110,0.350
'0:05.544',-0.160,-0.010,0.140,0.370
'0:05.546',-0.170,0.000,0.150,0.380
'0:05.548',-0.140,0.000,0.140,0.370
'0:05.550',-0.140,0.010,0.140,0.370
'0:05.552',-0.140,0.020,0.140,0.360
'0:05.554',-0.140,0.000,0.140,0.370
'0:05.556',-0.130,-0.010,0.130,0.370
'0:05.558',-0.130,0.000,0.130,0.370
'0:05.560',-0.110,0.000,0.130,0.360
'0:05.562',-0.100,0.000,0.120,0.340
